created_at,created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,>=0.3um/dl,>=0.5um/dl,>1.0um/dl,>=2.5um/dl,>=5.0um/dl,>=10.0um/dl,PM1.0_ATM_ug/m3,PM10_ATM_ug/m3
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-11 23:00:00+00:00,2019-10-11 23:00:00+00:00,0.01,0.29,0.76,3.0,-53.5,65.5,100.0,0.29,92.99,26.84,6.52,2.7,0.82,0.14,0.01,0.76
2019-10-12 00:00:00+00:00,2019-10-12 00:00:00+00:00,0.35,0.44,0.61,35.0,-55.1,72.1,85.53,0.44,171.11,46.78,4.38,1.01,0.42,0.1,0.35,0.61
2019-10-13 00:00:00+00:00,2019-10-13 00:00:00+00:00,0.04,0.32,0.57,1475.0,-55.73,73.77,93.4,0.32,150.5,42.92,6.99,1.28,0.45,0.09,0.04,0.57
2019-10-14 00:00:00+00:00,2019-10-14 00:00:00+00:00,0.51,0.91,1.31,2915.0,-54.83,81.37,62.87,0.91,271.63,78.13,8.6,1.3,0.63,0.08,0.51,1.31
2019-10-15 00:00:00+00:00,2019-10-15 00:00:00+00:00,2.71,3.89,4.72,33.0,-54.0,83.37,83.73,3.89,649.58,185.57,22.6,3.47,1.32,0.3,2.71,4.72
2019-10-16 00:00:00+00:00,2019-10-16 00:00:00+00:00,7.85,11.17,12.08,1473.0,-56.67,81.67,99.87,11.17,1417.66,422.24,71.74,5.05,1.35,0.27,7.85,12.08
2019-10-17 00:00:00+00:00,2019-10-17 00:00:00+00:00,1.94,2.66,2.96,2913.0,-55.03,87.73,51.9,2.66,569.85,153.42,16.03,1.32,0.45,0.08,1.94,2.96
2019-10-18 00:00:00+00:00,2019-10-18 00:00:00+00:00,0.01,0.11,0.4,4353.0,-54.7,81.13,27.7,0.11,119.61,33.91,5.3,1.1,0.51,0.13,0.01,0.4
2019-10-19 00:00:00+00:00,2019-10-19 00:00:00+00:00,0.75,1.58,2.3,5793.0,-55.93,87.77,20.6,1.55,358.74,89.68,14.73,2.89,1.19,0.3,0.73,2.29
2019-10-20 00:00:00+00:00,2019-10-20 00:00:00+00:00,0.01,0.16,0.39,7233.0,-57.6,79.33,26.63,0.16,128.88,36.83,5.66,1.0,0.4,0.12,0.01,0.39
2019-10-21 00:00:00+00:00,2019-10-21 00:00:00+00:00,0.75,1.38,1.93,1189.0,-56.1,81.5,49.47,1.38,339.35,96.0,12.3,2.1,0.86,0.19,0.75,1.93
2019-10-22 00:00:00+00:00,2019-10-22 00:00:00+00:00,1.2,2.05,2.68,2629.0,-57.63,82.6,65.6,2.05,387.72,112.87,15.03,2.5,1.0,0.19,1.2,2.68
2019-10-23 00:00:00+00:00,2019-10-23 00:00:00+00:00,3.56,4.79,5.46,4069.0,-55.93,85.97,92.47,4.79,748.04,220.53,27.55,2.67,1.08,0.22,3.56,5.46
2019-10-24 00:00:00+00:00,2019-10-24 00:00:00+00:00,8.946,6.210000000000001,6.91,5509.0,-70.37,88.5,95.83,6.073333333333333,2621.065,420.74,92.70750000000001,4.205,2.73,0.43,8.865,6.8500000000000005
2019-10-25 00:00:00+00:00,2019-10-25 00:00:00+00:00,8.347999999999999,7.630000000000001,8.36,6949.0,-57.73,93.33666666666667,21.7,7.356666666666667,2163.0175,620.95,91.87299999999999,5.74,0.8,0.14,7.952500000000001,8.24
2019-10-26 00:00:00+00:00,2019-10-26 00:00:00+00:00,7.75,9.05,9.81,8389.0,-62.6,94.43,25.0,8.64,1704.97,472.94,25.33,3.16,1.16,0.34,7.04,9.63
2019-10-27 00:00:00+00:00,2019-10-27 00:00:00+00:00,0.03,0.17,0.36,9829.0,-56.0,83.67,17.47,0.17,98.26,28.38,4.45,0.93,0.37,0.1,0.03,0.36
2019-10-28 00:00:00+00:00,2019-10-28 00:00:00+00:00,0.13,0.74,1.41,11269.0,-52.8,78.0,99.3,0.74,186.21,53.99,10.71,2.66,1.12,0.3,0.13,1.41
2019-10-29 00:00:00+00:00,2019-10-29 00:00:00+00:00,10.88111111111111,15.72888888888889,17.337777777777777,12709.0,-55.77,85.23,76.83,15.72888888888889,1949.4977777777779,576.35,49.187093023255805,9.225555555555555,3.36,0.48,10.878888888888888,17.337777777777777
2019-10-30 00:00:00+00:00,2019-10-30 00:00:00+00:00,9.03093023255814,13.872093023255813,15.867209302325582,14149.0,-55.57,87.9,69.73,13.872093023255813,1631.64511627907,485.88302325581395,87.66418604651162,8.236444444444444,2.888,0.68,9.03093023255814,15.867209302325582
2019-10-31 00:00:00+00:00,2019-10-31 00:00:00+00:00,10.320232558139535,15.513023255813952,17.759302325581395,15589.0,-63.53,88.57,95.6,15.513023255813952,1832.2962790697675,546.4132558139535,87.61209302325581,7.247333333333334,2.416,0.7450000000000001,10.320232558139535,17.759302325581395
2019-11-01 00:00:00+00:00,2019-11-01 00:00:00+00:00,10.12875,15.114999999999998,17.612499999999997,17029.0,-64.7,85.7,93.8,15.114999999999998,1846.205,543.69125,87.56,6.258222222222223,1.944,0.81,10.12875,17.612499999999997
2019-11-02 00:00:00+00:00,2019-11-02 00:00:00+00:00,12.727142857142857,17.376666666666665,14.05125,18469.0,-64.63,89.4,88.73,17.373333333333335,2283.897857142857,671.2335714285714,91.10125000000001,5.269111111111112,1.472,0.73,11.403333333333332,13.98125
2019-11-03 00:00:00+00:00,2019-11-03 00:00:00+00:00,7.55,9.88,10.49,19909.0,-65.87,96.9,43.27,9.22,1530.49,438.8,51.33,4.28,1.0,0.16,6.77,10.35
2019-11-04 00:00:00+00:00,2019-11-04 00:00:00+00:00,2.08,2.8,3.13,21349.0,-72.5,84.43,95.97,2.8,552.49,159.25,14.89,1.36,0.55,0.17,2.08,3.13
2019-11-05 00:00:00+00:00,2019-11-05 00:00:00+00:00,0.42,1.17,1.94,1019.0,-56.83,70.4,90.6,1.17,250.7,72.41,12.15,2.87,1.29,0.24,0.42,1.94
2019-11-06 00:00:00+00:00,2019-11-06 00:00:00+00:00,0.12,0.34,0.54,1035.0,-58.93,85.9,23.63,0.34,226.5,52.22,5.37,0.89,0.35,0.11,0.12,0.54
2019-11-07 00:00:00+00:00,2019-11-07 00:00:00+00:00,0.07,0.18,0.39,2475.0,-64.17,96.2,11.87,0.18,323.17,45.53,4.7,1.43,0.57,0.1,0.07,0.39
2019-11-08 00:00:00+00:00,2019-11-08 00:00:00+00:00,0.07,0.62,1.61,3915.0,-69.2,94.23,18.97,0.62,169.59,46.33,11.78,3.48,1.62,0.38,0.07,1.61
2019-11-09 00:00:00+00:00,2019-11-09 00:00:00+00:00,0.0,0.01,0.08,5355.0,-52.07,77.9,20.83,0.01,65.64,18.01,2.51,0.57,0.21,0.05,0.0,0.08
2019-11-10 00:00:00+00:00,2019-11-10 00:00:00+00:00,0.0,0.0,0.04,6795.0,-56.53,83.2,26.2,0.0,41.27,11.63,2.03,0.56,0.23,0.05,0.0,0.04
2019-11-11 00:00:00+00:00,2019-11-11 00:00:00+00:00,4.3,5.74,6.22,8235.0,-55.0,88.93,37.23,5.74,881.5,257.38,29.65,2.86,0.74,0.15,4.3,6.22
2019-11-12 00:00:00+00:00,2019-11-12 00:00:00+00:00,5.67,7.54,7.94,9675.0,-54.43,94.14333333333333,12.87,7.54,1213.36,347.99,47.62,2.3,0.62,0.09,5.67,7.94
2019-11-13 00:00:00+00:00,2019-11-13 00:00:00+00:00,0.0,0.0,0.05,11115.0,-54.53,84.3,12.67,0.0,47.91,13.39,2.5,0.56,0.19,0.04,0.0,0.05
2019-11-14 00:00:00+00:00,2019-11-14 00:00:00+00:00,0.03,0.26,0.58,12555.0,-53.8,89.63,21.13,0.26,140.69,39.83,6.41,1.39,0.56,0.15,0.03,0.58
2019-11-15 00:00:00+00:00,2019-11-15 00:00:00+00:00,0.23,0.37,0.59,13995.0,-50.63,96.03,18.93,0.37,365.2,63.15,4.43,1.09,0.44,0.12,0.23,0.59
2019-11-16 00:00:00+00:00,2019-11-16 00:00:00+00:00,1.71,4.02,6.12,15435.0,-50.93,82.23,73.67,4.02,492.57,146.23,34.98,8.26,1.7599999999999998,0.69,1.71,6.12
2019-11-17 00:00:00+00:00,2019-11-17 00:00:00+00:00,3.22,5.77,7.7,16875.0,-52.07,76.17,100.0,5.77,711.66,212.32,43.49,7.93,3.08,0.65,3.22,7.7
2019-11-18 00:00:00+00:00,2019-11-18 00:00:00+00:00,12.51,9.976363636363637,19.3,711.0,-56.1,88.27,45.4,9.976363636363637,2137.86,638.42,47.156666666666666,9.07,2.04,0.36,12.48,19.3
2019-11-19 00:00:00+00:00,2019-11-19 00:00:00+00:00,10.61090909090909,14.182727272727272,14.922272727272727,2151.0,-54.57,96.395,17.53,14.182727272727272,2297.0480952380954,569.4172727272727,80.78909090909092,6.099523809523809,3.0985714285714283,0.6775,10.61090909090909,14.922272727272727
2019-11-20 00:00:00+00:00,2019-11-20 00:00:00+00:00,0.94,1.86,2.73,3591.0,-54.87,79.5,88.87,1.86,350.13,101.86,15.6,3.27,1.37,0.31,0.94,2.73
2019-11-21 00:00:00+00:00,2019-11-21 00:00:00+00:00,4.623103448275862,8.239310344827587,10.675172413793103,5031.0,-54.33,91.07,82.1,8.232068965517241,944.6689655172414,281.8110344827586,49.29866666666666,6.638181818181818,2.218571428571429,0.47333333333333333,4.623103448275862,10.675172413793103
2019-11-22 00:00:00+00:00,2019-11-22 00:00:00+00:00,7.1,15.62,13.127586206896552,6471.0,-53.53,83.23,100.0,15.62,1386.68,419.47,67.70933333333333,6.158787878787878,2.1323809523809527,0.6366666666666667,7.1,13.127586206896552
